Name	RF address	Timestamp	Latitude	Longitude	Hor. Acc.	Altitude	Vert. Acc.	Speed	Course	Battery	Nearby device	Nearby device signal strenght
675	675	16/04/2025 09:00:07									674	-13
675	675	16/04/2025 09:00:10									676	-30
675	675	16/04/2025 09:00:13									677	-35
675	675	16/04/2025 09:00:14									678	-34
675	675	16/04/2025 09:00:16									679	-35
675	675	16/04/2025 09:00:19									680	-29
675	675	16/04/2025 09:00:21									681	-36
675	675	16/04/2025 09:00:22									682	-34
675	675	16/04/2025 09:00:25									683	-31
675	675	16/04/2025 09:00:26									684	-29
675	675	16/04/2025 09:00:28									685	-33
675	675	16/04/2025 09:00:31									686	-38
675	675	16/04/2025 09:00:33									687	-29
675	675	16/04/2025 09:00:35									688	-17
675	675	16/04/2025 09:00:36									689	-29
675	675	16/04/2025 09:00:38									690	-21
675	675	16/04/2025 09:05:01									671	-30
675	675	16/04/2025 09:05:03									673	-30
675	675	16/04/2025 09:05:07									674	-13
675	675	16/04/2025 09:05:10									676	-30
675	675	16/04/2025 09:05:13									677	-36
675	675	16/04/2025 09:05:14									678	-34
675	675	16/04/2025 09:05:16									679	-33
675	675	16/04/2025 09:05:19									680	-29
675	675	16/04/2025 09:05:20									681	-36
675	675	16/04/2025 09:05:25									683	-31
675	675	16/04/2025 09:05:28									685	-34
675	675	16/04/2025 09:05:31									686	-39
675	675	16/04/2025 09:05:33									687	-29
675	675	16/04/2025 09:05:35									688	-17
675	675	16/04/2025 09:05:36									689	-29
675	675	16/04/2025 09:05:38									690	-21
675	675	16/04/2025 09:10:01									671	-29
675	675	16/04/2025 09:10:03									673	-29
675	675	16/04/2025 09:10:07									674	-13
675	675	16/04/2025 09:10:10									676	-30
675	675	16/04/2025 09:10:13									677	-35
675	675	16/04/2025 09:10:14									678	-34
675	675	16/04/2025 09:10:16									679	-34
675	675	16/04/2025 09:10:19									680	-29
675	675	16/04/2025 09:10:20									681	-36
675	675	16/04/2025 09:10:23									682	-33
675	675	16/04/2025 09:10:25									683	-31
675	675	16/04/2025 09:10:28									685	-34
675	675	16/04/2025 09:10:31									686	-39
675	675	16/04/2025 09:10:32									687	-31
675	675	16/04/2025 09:10:35									688	-17
675	675	16/04/2025 09:10:36									689	-29
675	675	16/04/2025 09:10:38									690	-21
675	675	16/04/2025 09:15:01									671	-30
675	675	16/04/2025 09:15:03									673	-31
675	675	16/04/2025 09:15:07									674	-13
675	675	16/04/2025 09:15:10									676	-29
675	675	16/04/2025 09:15:13									677	-35
675	675	16/04/2025 09:15:14									678	-34
675	675	16/04/2025 09:15:16									679	-35
675	675	16/04/2025 09:15:19									680	-29
675	675	16/04/2025 09:15:20									681	-36
675	675	16/04/2025 09:15:25									683	-30
675	675	16/04/2025 09:15:27									684	-26
675	675	16/04/2025 09:15:28									685	-35
675	675	16/04/2025 09:15:31									686	-37
675	675	16/04/2025 09:15:32									687	-27
675	675	16/04/2025 09:15:35									688	-17
675	675	16/04/2025 09:15:36									689	-29
675	675	16/04/2025 09:15:38									690	-21
675	675	16/04/2025 09:20:01									671	-30
675	675	16/04/2025 09:20:03									673	-30
675	675	16/04/2025 09:20:07									674	-13
675	675	16/04/2025 09:20:10									676	-30
675	675	16/04/2025 09:20:13									677	-35
675	675	16/04/2025 09:20:14									678	-35
675	675	16/04/2025 09:20:16									679	-34
675	675	16/04/2025 09:20:19									680	-29
675	675	16/04/2025 09:20:20									681	-35
675	675	16/04/2025 09:20:23									682	-33
675	675	16/04/2025 09:20:25									683	-30
675	675	16/04/2025 09:20:27									684	-26
675	675	16/04/2025 09:20:28									685	-35
675	675	16/04/2025 09:20:31									686	-39
675	675	16/04/2025 09:20:32									687	-26
675	675	16/04/2025 09:20:35									688	-17
675	675	16/04/2025 09:20:36									689	-29
675	675	16/04/2025 09:20:38									690	-21
675	675	16/04/2025 09:25:01									671	-30
675	675	16/04/2025 09:25:03									673	-30
675	675	16/04/2025 09:25:07									674	-13
675	675	16/04/2025 09:25:10									676	-30
675	675	16/04/2025 09:25:13									677	-35
675	675	16/04/2025 09:25:14									678	-34
675	675	16/04/2025 09:25:17									679	-34
675	675	16/04/2025 09:25:19									680	-29
675	675	16/04/2025 09:25:20									681	-35
675	675	16/04/2025 09:25:25									683	-30
675	675	16/04/2025 09:25:27									684	-29
675	675	16/04/2025 09:25:28									685	-35
675	675	16/04/2025 09:25:29									686	-39
675	675	16/04/2025 09:25:32									687	-29
675	675	16/04/2025 09:25:35									688	-18
675	675	16/04/2025 09:25:36									689	-29
675	675	16/04/2025 09:25:38									690	-21
675	675	16/04/2025 09:26:33	40.5064896	141.5402560	200	-191	200	10.8	264.0	4.08V		
675	675	16/04/2025 09:30:01									671	-30
675	675	16/04/2025 09:30:03									673	-28
675	675	16/04/2025 09:30:07									674	-13
675	675	16/04/2025 09:30:10									676	-30
675	675	16/04/2025 09:30:13									677	-35
675	675	16/04/2025 09:30:14									678	-34
675	675	16/04/2025 09:30:17									679	-34
675	675	16/04/2025 09:30:19									680	-29
675	675	16/04/2025 09:30:20									681	-35
675	675	16/04/2025 09:30:23									682	-35
675	675	16/04/2025 09:30:25									683	-30
675	675	16/04/2025 09:30:27									684	-28
675	675	16/04/2025 09:30:28									685	-34
675	675	16/04/2025 09:30:29									686	-39
675	675	16/04/2025 09:30:32									687	-29
675	675	16/04/2025 09:30:35									688	-17
675	675	16/04/2025 09:30:36									689	-30
675	675	16/04/2025 09:30:38									690	-21
675	675	16/04/2025 09:35:01									671	-30
675	675	16/04/2025 09:35:03									673	-29
675	675	16/04/2025 09:35:07									674	-13
675	675	16/04/2025 09:35:10									676	-30
675	675	16/04/2025 09:35:13									677	-35
675	675	16/04/2025 09:35:14									678	-34
675	675	16/04/2025 09:35:16									679	-34
675	675	16/04/2025 09:35:19									680	-29
675	675	16/04/2025 09:35:20									681	-35
675	675	16/04/2025 09:35:25									683	-30
675	675	16/04/2025 09:35:27									684	-29
675	675	16/04/2025 09:35:28									685	-34
675	675	16/04/2025 09:35:29									686	-39
675	675	16/04/2025 09:35:32									687	-29
675	675	16/04/2025 09:35:35									688	-17
675	675	16/04/2025 09:35:36									689	-30
675	675	16/04/2025 09:35:38									690	-21
675	675	16/04/2025 09:40:01									671	-30
675	675	16/04/2025 09:40:03									673	-29
675	675	16/04/2025 09:40:07									674	-13
675	675	16/04/2025 09:40:10									676	-30
675	675	16/04/2025 09:40:13									677	-35
675	675	16/04/2025 09:40:14									678	-35
675	675	16/04/2025 09:40:16									679	-34
675	675	16/04/2025 09:40:19									680	-29
675	675	16/04/2025 09:40:20									681	-35
675	675	16/04/2025 09:40:23									682	-35
675	675	16/04/2025 09:40:25									683	-30
675	675	16/04/2025 09:40:27									684	-25
675	675	16/04/2025 09:40:28									685	-34
675	675	16/04/2025 09:40:29									686	-38
675	675	16/04/2025 09:40:32									687	-29
675	675	16/04/2025 09:40:35									688	-17
675	675	16/04/2025 09:40:36									689	-30
675	675	16/04/2025 09:40:38									690	-21
675	675	16/04/2025 09:45:01									671	-32
675	675	16/04/2025 09:45:03									673	-33
675	675	16/04/2025 09:45:07									674	-13
675	675	16/04/2025 09:45:10									676	-31
675	675	16/04/2025 09:45:13									677	-35
675	675	16/04/2025 09:45:15									678	-35
675	675	16/04/2025 09:45:17									679	-35
675	675	16/04/2025 09:45:19									680	-29
675	675	16/04/2025 09:45:20									681	-33
675	675	16/04/2025 09:45:25									683	-34
675	675	16/04/2025 09:45:26									684	-30
675	675	16/04/2025 09:45:27									685	-34
675	675	16/04/2025 09:45:29									686	-33
675	675	16/04/2025 09:45:32									687	-29
675	675	16/04/2025 09:45:35									688	-17
675	675	16/04/2025 09:45:36									689	-29
675	675	16/04/2025 09:45:38									690	-20
675	675	16/04/2025 09:50:01									671	-33
675	675	16/04/2025 09:50:03									673	-37
675	675	16/04/2025 09:50:07									674	-13
675	675	16/04/2025 09:50:10									676	-30
675	675	16/04/2025 09:50:13									677	-35
675	675	16/04/2025 09:50:14									678	-35
675	675	16/04/2025 09:50:17									679	-35
675	675	16/04/2025 09:50:19									680	-30
675	675	16/04/2025 09:50:20									681	-33
675	675	16/04/2025 09:50:22									682	-35
675	675	16/04/2025 09:50:25									683	-34
675	675	16/04/2025 09:50:26									684	-29
675	675	16/04/2025 09:50:27									685	-34
675	675	16/04/2025 09:50:29									686	-33
675	675	16/04/2025 09:50:32									687	-29
675	675	16/04/2025 09:50:35									688	-17
675	675	16/04/2025 09:50:36									689	-29
675	675	16/04/2025 09:50:38									690	-20
675	675	16/04/2025 09:55:01									671	-32
675	675	16/04/2025 09:55:03									673	-33
675	675	16/04/2025 09:55:07									674	-13
675	675	16/04/2025 09:55:10									676	-30
675	675	16/04/2025 09:55:12									677	-35
675	675	16/04/2025 09:55:14									678	-35
675	675	16/04/2025 09:55:16									679	-35
675	675	16/04/2025 09:55:19									680	-30
675	675	16/04/2025 09:55:20									681	-33
675	675	16/04/2025 09:55:24									683	-33
675	675	16/04/2025 09:55:26									684	-29
675	675	16/04/2025 09:55:27									685	-34
675	675	16/04/2025 09:55:29									686	-33
675	675	16/04/2025 09:55:32									687	-29
675	675	16/04/2025 09:55:35									688	-16
675	675	16/04/2025 09:55:36									689	-29
675	675	16/04/2025 09:55:38									690	-20
675	675	16/04/2025 10:00:00								4.05V		
675	675	16/04/2025 10:00:01									671	-33
675	675	16/04/2025 10:00:03									673	-33
675	675	16/04/2025 10:00:07									674	-13
675	675	16/04/2025 10:00:10									676	-31
675	675	16/04/2025 10:00:12									677	-35
675	675	16/04/2025 10:00:14									678	-36
675	675	16/04/2025 10:00:16									679	-35
675	675	16/04/2025 10:00:19									680	-30
675	675	16/04/2025 10:00:20									681	-33
675	675	16/04/2025 10:00:22									682	-35
675	675	16/04/2025 10:00:24									683	-34
675	675	16/04/2025 10:00:26									684	-29
675	675	16/04/2025 10:00:27									685	-34
675	675	16/04/2025 10:00:29									686	-33
675	675	16/04/2025 10:00:32									687	-29
675	675	16/04/2025 10:00:35									688	-17
675	675	16/04/2025 10:00:36									689	-29
675	675	16/04/2025 10:00:38									690	-20
675	675	16/04/2025 10:05:01									671	-33
675	675	16/04/2025 10:05:02									672	-40
675	675	16/04/2025 10:05:03									673	-33
675	675	16/04/2025 10:05:07									674	-13
675	675	16/04/2025 10:05:10									676	-31
675	675	16/04/2025 10:05:12									677	-35
675	675	16/04/2025 10:05:14									678	-35
675	675	16/04/2025 10:05:16									679	-35
675	675	16/04/2025 10:05:19									680	-30
675	675	16/04/2025 10:05:20									681	-33
675	675	16/04/2025 10:05:25									683	-33
675	675	16/04/2025 10:05:26									684	-29
675	675	16/04/2025 10:05:28									685	-34
675	675	16/04/2025 10:05:30									686	-33
675	675	16/04/2025 10:05:32									687	-29
675	675	16/04/2025 10:05:35									688	-18
675	675	16/04/2025 10:05:36									689	-29
675	675	16/04/2025 10:05:38									690	-20
675	675	16/04/2025 10:10:01									671	-33
675	675	16/04/2025 10:10:02									672	-41
675	675	16/04/2025 10:10:03									673	-34
675	675	16/04/2025 10:10:07									674	-13
675	675	16/04/2025 10:10:10									676	-31
675	675	16/04/2025 10:10:12									677	-35
675	675	16/04/2025 10:10:14									678	-35
675	675	16/04/2025 10:10:16									679	-35
675	675	16/04/2025 10:10:19									680	-29
675	675	16/04/2025 10:10:20									681	-33
675	675	16/04/2025 10:10:22									682	-35
675	675	16/04/2025 10:10:24									683	-34
675	675	16/04/2025 10:10:26									684	-29
675	675	16/04/2025 10:10:28									685	-34
675	675	16/04/2025 10:10:30									686	-33
675	675	16/04/2025 10:10:32									687	-30
675	675	16/04/2025 10:10:35									688	-17
675	675	16/04/2025 10:10:36									689	-29
675	675	16/04/2025 10:10:38									690	-20
675	675	16/04/2025 10:15:01									671	-33
675	675	16/04/2025 10:15:02									672	-40
675	675	16/04/2025 10:15:03									673	-33
675	675	16/04/2025 10:15:07									674	-13
675	675	16/04/2025 10:15:10									676	-31
675	675	16/04/2025 10:15:12									677	-35
675	675	16/04/2025 10:15:14									678	-35
675	675	16/04/2025 10:15:16									679	-35
675	675	16/04/2025 10:15:19									680	-30
675	675	16/04/2025 10:15:20									681	-33
675	675	16/04/2025 10:15:24									683	-33
675	675	16/04/2025 10:15:26									684	-29
675	675	16/04/2025 10:15:28									685	-34
675	675	16/04/2025 10:15:30									686	-33
675	675	16/04/2025 10:15:32									687	-29
675	675	16/04/2025 10:15:35									688	-17
675	675	16/04/2025 10:15:36									689	-29
675	675	16/04/2025 10:15:38									690	-20
675	675	16/04/2025 10:20:01									671	-33
675	675	16/04/2025 10:20:02									672	-41
675	675	16/04/2025 10:20:04									673	-33
675	675	16/04/2025 10:20:07									674	-13
675	675	16/04/2025 10:20:10									676	-30
675	675	16/04/2025 10:20:12									677	-35
675	675	16/04/2025 10:20:14									678	-36
675	675	16/04/2025 10:20:16									679	-35
675	675	16/04/2025 10:20:19									680	-30
675	675	16/04/2025 10:20:20									681	-33
675	675	16/04/2025 10:20:22									682	-35
675	675	16/04/2025 10:20:25									683	-34
675	675	16/04/2025 10:20:26									684	-29
675	675	16/04/2025 10:20:28									685	-34
675	675	16/04/2025 10:20:30									686	-33
675	675	16/04/2025 10:20:32									687	-29
675	675	16/04/2025 10:20:35									688	-17
675	675	16/04/2025 10:20:36									689	-29
675	675	16/04/2025 10:20:38									690	-20
675	675	16/04/2025 10:21:09	40.5053120	141.5423552	50	73	100	0.0	11.0	4.04V		
675	675	16/04/2025 10:25:02									671	-32
675	675	16/04/2025 10:25:03									673	-33
675	675	16/04/2025 10:25:06	40.5052992	141.5423296	100	48	200	0.0	11.0	4.03V		
675	675	16/04/2025 10:25:07									674	-13
675	675	16/04/2025 10:25:10									676	-31
675	675	16/04/2025 10:25:12									677	-35
675	675	16/04/2025 10:25:14									678	-35
675	675	16/04/2025 10:25:16									679	-35
675	675	16/04/2025 10:25:19									680	-29
675	675	16/04/2025 10:25:20									681	-33
675	675	16/04/2025 10:25:24									683	-34
675	675	16/04/2025 10:25:26									684	-29
675	675	16/04/2025 10:25:28									685	-34
675	675	16/04/2025 10:25:30									686	-33
675	675	16/04/2025 10:25:32									687	-29
675	675	16/04/2025 10:25:35									688	-17
675	675	16/04/2025 10:25:36									689	-29
675	675	16/04/2025 10:25:38									690	-20
675	675	16/04/2025 10:30:02									671	-32
675	675	16/04/2025 10:30:03									673	-33
675	675	16/04/2025 10:30:06	40.5051136	141.5422272	200	44	200	0.0	11.0	4.03V		
675	675	16/04/2025 10:30:07									674	-13
675	675	16/04/2025 10:30:10									676	-30
675	675	16/04/2025 10:30:12									677	-35
675	675	16/04/2025 10:30:14									678	-35
675	675	16/04/2025 10:30:16									679	-35
675	675	16/04/2025 10:30:19									680	-30
675	675	16/04/2025 10:30:20									681	-33
675	675	16/04/2025 10:30:22									682	-35
675	675	16/04/2025 10:30:24									683	-33
675	675	16/04/2025 10:30:26									684	-29
675	675	16/04/2025 10:30:28									685	-34
675	675	16/04/2025 10:30:30									686	-33
675	675	16/04/2025 10:30:32									687	-29
675	675	16/04/2025 10:30:34									688	-17
675	675	16/04/2025 10:30:35									689	-28
675	675	16/04/2025 10:30:38									690	-20
675	675	16/04/2025 10:35:00									671	-33
675	675	16/04/2025 10:35:02									672	-40
675	675	16/04/2025 10:35:03									673	-33
675	675	16/04/2025 10:35:07									674	-13
675	675	16/04/2025 10:35:10									676	-30
675	675	16/04/2025 10:35:12									677	-35
675	675	16/04/2025 10:35:14									678	-35
675	675	16/04/2025 10:35:16	40.5052736	141.5426048	200	200	200	7.2	241.0	4.03V	679	-35
675	675	16/04/2025 10:35:19									680	-29
675	675	16/04/2025 10:35:20									681	-33
675	675	16/04/2025 10:35:24									683	-33
675	675	16/04/2025 10:35:26									684	-29
675	675	16/04/2025 10:35:28									685	-34
675	675	16/04/2025 10:35:30									686	-33
675	675	16/04/2025 10:35:32									687	-29
675	675	16/04/2025 10:35:34									688	-17
675	675	16/04/2025 10:35:35									689	-28
675	675	16/04/2025 10:35:38									690	-20
675	675	16/04/2025 10:40:00									671	-32
675	675	16/04/2025 10:40:02									672	-41
675	675	16/04/2025 10:40:03									673	-33
675	675	16/04/2025 10:40:07									674	-13
675	675	16/04/2025 10:40:10									676	-31
675	675	16/04/2025 10:40:12									677	-35
675	675	16/04/2025 10:40:14									678	-35
675	675	16/04/2025 10:40:15	40.5051968	141.5422848	200	64	200	5.4	126.0	4.03V		
675	675	16/04/2025 10:40:16									679	-35
675	675	16/04/2025 10:40:18									680	-30
675	675	16/04/2025 10:40:20									681	-33
675	675	16/04/2025 10:40:22									682	-35
675	675	16/04/2025 10:40:24									683	-33
675	675	16/04/2025 10:40:26									684	-29
675	675	16/04/2025 10:40:28									685	-34
675	675	16/04/2025 10:40:30									686	-33
675	675	16/04/2025 10:40:32									687	-29
675	675	16/04/2025 10:40:34									688	-17
675	675	16/04/2025 10:40:35									689	-29
675	675	16/04/2025 10:40:38									690	-20
675	675	16/04/2025 10:45:00									671	-33
675	675	16/04/2025 10:45:02									672	-41
675	675	16/04/2025 10:45:04									673	-33
675	675	16/04/2025 10:45:07									674	-13
675	675	16/04/2025 10:45:10									676	-30
675	675	16/04/2025 10:45:12									677	-35
675	675	16/04/2025 10:45:13	40.5051584	141.5425728	100	116	200	5.4	80.0	4.03V		
675	675	16/04/2025 10:45:14									678	-35
675	675	16/04/2025 10:45:16									679	-35
675	675	16/04/2025 10:45:18									680	-30
675	675	16/04/2025 10:45:20									681	-33
675	675	16/04/2025 10:45:24									683	-33
675	675	16/04/2025 10:45:26									684	-30
675	675	16/04/2025 10:45:28									685	-34
675	675	16/04/2025 10:45:30									686	-33
675	675	16/04/2025 10:45:32									687	-29
675	675	16/04/2025 10:45:34									688	-17
675	675	16/04/2025 10:45:35									689	-29
675	675	16/04/2025 10:45:38									690	-20
675	675	16/04/2025 10:50:00									671	-33
675	675	16/04/2025 10:50:02									672	-41
675	675	16/04/2025 10:50:03									673	-33
675	675	16/04/2025 10:50:07									674	-13
675	675	16/04/2025 10:50:10									676	-30
675	675	16/04/2025 10:50:12	40.5051328	141.5425600	200	97	200	1.8	11.0	4.03V	677	-35
675	675	16/04/2025 10:50:14									678	-35
675	675	16/04/2025 10:50:16									679	-35
675	675	16/04/2025 10:50:18									680	-29
675	675	16/04/2025 10:50:20									681	-33
675	675	16/04/2025 10:50:22									682	-35
675	675	16/04/2025 10:50:24									683	-33
675	675	16/04/2025 10:50:26									684	-29
675	675	16/04/2025 10:50:28									685	-34
675	675	16/04/2025 10:50:30									686	-33
675	675	16/04/2025 10:50:32									687	-29
675	675	16/04/2025 10:50:34									688	-17
675	675	16/04/2025 10:50:35									689	-29
675	675	16/04/2025 10:50:38									690	-20
675	675	16/04/2025 10:55:00									671	-32
675	675	16/04/2025 10:55:02									672	-40
675	675	16/04/2025 10:55:03									673	-33
675	675	16/04/2025 10:55:07									674	-13
675	675	16/04/2025 10:55:10									676	-30
675	675	16/04/2025 10:55:12									677	-35
675	675	16/04/2025 10:55:14									678	-35
675	675	16/04/2025 10:55:16									679	-35
675	675	16/04/2025 10:55:18									680	-29
675	675	16/04/2025 10:55:20									681	-33
675	675	16/04/2025 10:55:23	40.5051840	141.5425664	200	107	200	0.9	11.0	4.03V		
675	675	16/04/2025 10:55:24									683	-34
675	675	16/04/2025 10:55:26									684	-29
675	675	16/04/2025 10:55:28									685	-34
675	675	16/04/2025 10:55:30									686	-33
675	675	16/04/2025 10:55:32									687	-30
675	675	16/04/2025 10:55:35									688	-17
675	675	16/04/2025 10:55:36									689	-28
675	675	16/04/2025 10:55:38									690	-20
675	675	16/04/2025 11:00:00								4.02V	671	-33
675	675	16/04/2025 11:00:02									672	-40
675	675	16/04/2025 11:00:03									673	-33
675	675	16/04/2025 11:00:06									674	-13
675	675	16/04/2025 11:00:10									676	-31
675	675	16/04/2025 11:00:12									677	-35
675	675	16/04/2025 11:00:13	40.5047680	141.5415680	200	-143	200	16.2	241.0			
675	675	16/04/2025 11:00:14									678	-36
675	675	16/04/2025 11:00:16									679	-35
675	675	16/04/2025 11:00:18									680	-30
675	675	16/04/2025 11:00:20									681	-33
675	675	16/04/2025 11:00:22									682	-35
675	675	16/04/2025 11:00:24									683	-33
675	675	16/04/2025 11:00:26									684	-29
675	675	16/04/2025 11:00:28									685	-34
675	675	16/04/2025 11:00:30									686	-33
675	675	16/04/2025 11:00:32									687	-29
675	675	16/04/2025 11:00:34									688	-17
675	675	16/04/2025 11:00:35									689	-28
675	675	16/04/2025 11:00:38									690	-20
675	675	16/04/2025 11:05:00									671	-33
675	675	16/04/2025 11:05:02									672	-41
675	675	16/04/2025 11:05:03									673	-33
675	675	16/04/2025 11:05:06									674	-13
675	675	16/04/2025 11:05:10									676	-30
675	675	16/04/2025 11:05:12									677	-35
675	675	16/04/2025 11:05:14	40.5050880	141.5426176	200	72	200	15.3	287.0	4.02V	678	-35
675	675	16/04/2025 11:05:17									679	-35
